avg_rating,backup_location,btih,call_number,collection,contributor,coverage,creator,date,description,downloads,external-identifier,foldoutcount,format,genre,identifier,imagecount,indexflag,item_size,language,licenseurl,mediatype,members,month,name,noindex,num_reviews,oai_updatedate,publicdate,publisher,related-external-id,reviewdate,rights,scanningcentre,source,stripped_tags,subject,title,type,volume,week,year
,,b9b3d078b11e53857404d74087f62674b0076dc8,,"native-linux-games-collection,additional_collections,fav-6jarjar6,fav-coldpotatosoup,fav-zugftrdz",,,Bay 12 Games,2022-12-06T00:00:00Z,"This Game is brought to you by LinuxRuleZ! Prepare for the deepest, most intricate simulation of a world that has ever been created. Not just generated geometry -- a whole simulated world. Generated rise and fall of civilizations, personalities, creatures, cultures, etc. Infinite hours of gameplay. Now with beautiful pixel graphics! Learn the basics with in-game tutorials A lifetime “living” project - created/updated since 2003, with no end in sight Generate your unique world and manage a bustling colony of dwarves, even as they probably mine towards their eventual demise. A new endless hobby, just for you! The legendary Dwarf Fortress is now on Steam! Build a fortress and try to help your dwarves survive, despite threats of starvation, dragons, and madness. In this complex construction/management/roguelike simulation, every generated world brings a unique challenge, whether it’s dwarves with their own simulated personalities or aquifers. Observe what makes your civilization fall into eventual decline, and learn for next time… until something else inevitably goes wrong. The combat model includes skills, body parts, material properties, aimed attacks, wrestling, pain, nausea, various poison effects, and much more. It’s difficult to convey the depth of the generation. Hundreds of animals and monsters, many of which are randomly created for each world, as well as generated poetry, musical forms, instruments, and dances for your dwarves to practice and perform. A dynamic weather model tracks wind, humidity, and air masses to create fronts, clouds, storms, and blizzards. Over two hundred rock and mineral types can appear, in their proper geological environments. Remember: Losing is fun! Nothing substantial is new or changed, under the hood. It’s still good old Dwarf Fortress, but with graphics support and music by default. A few bells and whistles won’t change that. You may already be familiar with the tile set mod packs from Michał “Mayday” Madej and Jacob ""Ironhand"" Bowman. Together, their efforts are creating an all-new tileset featuring brand new pixel art by artists Carolyn Jong and Neoriceisgood. Dwarf Fortress Steam edition will have a 15 track soundtrack by Dabu, Simon Swerwer and Águeda Macias including tracks in the Dwarvish language! It's never been easier to start playing! We've improved the new player experience with the addition of tutorials to guide you through building your first fort and keeping your dwarves happy. Command your dwarves as they search for wealth in their generated mountain. Your dwarves will need a steady supply of food and beer, but they’ll also need your guidance in surviving attacks from hostile civilizations, the wilderness, or even the dead. Craft treasures and furnitures from various materials Establish a barony and support the increasingly demanding nobility Read your dwarves’ thoughts to keep them happy Build floodgates to divert water for farming, and/or prevent magma mishaps Build structures and watch your dwarves discover and build their culture, like taverns, libraries, temples, honey, wax, pottery, animal training, bookbinding, and more. The original inspiration for RimWorld, Prison Architect, Minecraft and more. One of the first video games acquired by the Museum of Modern Art in New York Updated for over 16 years by two brothers, Tarn “Toady One” and Zach “Threetoe” Adams With the goal of simulating all of existence, Bay 12 estimates they’re only about 44% done. You can play on Linux Games on Linux for FREE!",4782,,,"24bit Flac,Archive BitTorrent,Item Tile,JPEG Thumb,Metadata,PNG","Indie,RPG,Simulation,Strategy",dwarf-fortress-v-50.12-linux-steam-rip-LinuxRuleZ,0.95,"index,nonoindex",1024152259,eng,,software,,408,,,,"2024-04-12T22:01:00Z,2025-04-23T05:38:38Z",2024-04-12T22:01:00Z,,,,,,,"img src=""//web.archive.org/web/2im_/https://cdn.cloudflare.steamstatic.com/steam/apps/975370/extras/DF_SteamPage_Features.png?t=1710336185"" alt=""DF_SteamPage_Features.png?t=1710336185"" /,ul class=""bb_ul"",img src=""//web.archive.org/web/2im_/https://cdn.cloudflare.steamstatic.com/steam/apps/975370/extras/DF_SteamPage_About.png?t=1710336185"" alt=""DF_SteamPage_About.png?t=1710336185"" /,img src=""//web.archive.org/web/2im_/https://cdn.cloudflare.steamstatic.com/steam/apps/975370/extras/25a3b7sf.jpg?t=1710336185"" alt=""25a3b7sf.jpg?t=1710336185"" /,strong,img src=""//web.archive.org/web/2im_/https://cdn.cloudflare.steamstatic.com/steam/apps/975370/extras/WhatNew.png?t=1710336185"" alt=""WhatNew.png?t=1710336185"" /,img src=""//web.archive.org/web/2im_/https://cdn.cloudflare.steamstatic.com/steam/apps/975370/extras/DF_SteamPage_Fortress.png?t=1710336185"" alt=""DF_SteamPage_Fortress.png?t=1710336185"" /,img src=""//web.archive.org/web/2im_/https://cdn.cloudflare.steamstatic.com/steam/apps/975370/extras/DF_SteamPage_Legacy.png?t=1710336185"" alt=""DF_SteamPage_Legacy.png?t=1710336185"" /","Linux Games,Steam-Rip,GNU/Linux Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,LinuxRuleZ!,Dwarf Fortress","Dwarf Fortress (v51.11) [Linux, Steam-Rip, LinuxRuleZ!]",,,71,2022
,,4f190bf051507762db64de383d2281170767f517,,"native-linux-games-collection,additional_collections,fav-matheus_silva978,fav-quietbeast,fav-rocstar7",,,Amanita Design,2009-10-16T00:00:00Z,"Machinarium is our first full-length adventure game in which players take on the role of a robot who has been exiled to the scrap heap. You must use logic, collect important items, and solve environmental puzzles to get the robot back into the city of Machinarium so he can rescue his robot girlfriend, save the head of the city, and defeat the bad guys from the Black Cap Brotherhood. Machinarium is a prime example of why point ‘n’ click adventure games are not dead. It was created by people who clearly love the genre with aim to deliver a top-notch entertainment for all those gamers who really miss the magical world of adventure games. And boy did the developers deliver! Every element--even the smallest ones--are crafted with exceptional care and polish by people who clearly knew what they were doing and loved it. This level of detail is hard to find in most modern games that seem to be mass produced, so it is a very refreshing feeling to see a title that is made with such care and passion. Honored with numerous prestigious gaming awards such as “Excellence in Visual Art” (Independent Games Festival) and Best Soundtrack (PC Gamer in 2009). A classic point ‘n’ click gameplay with a modern flavor revitalizes the adventure genre in exciting ways. Beautiful and enchanting soundtrack that melds classical and futuristic tunes memorably. Troubleshooting 1. Dependencies install on Linux Mint Machinarium requires some libraries you have to install. The easiest way to install them is execute my Bash script — Setup_NLT.Y_game_libs_Mint.bash . Just download the script and execute it: bash ./Setup_NLT.Y_game_libs_Mint.bash 2. Lag when moving cursor (drag&drop objects, arrows cursor, legs cursor) Deactivate hardware acceleration in the Flash settings panel (accessible through a right click on the game). If it's not sufficient try also to play in windowed mode and not in fullscreen. You can play on Linux Games on Linux for FREE!",1487,,,"7z,Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown","Adventure,Point-and-click,Fantasy",machinarium-bonus-v-linux-gog-v-2.0.0.2,0.94,"index,nonoindex",1014594288,eng,,software,,129,,,,"2024-06-11T16:34:02Z,2024-09-27T20:22:57Z",2024-06-11T16:34:02Z,,,,,,,"p style=""text-align:center;"",img src=""https://archive.org/download/machinarium-bonus-v-linux-gog-v-2.0.0.2/screenshot-0_Machinarium.jpg"" style=""width:620px;"" alt=""screenshot-0_Machinarium.jpg"" /,img src=""https://archive.org/download/machinarium-bonus-v-linux-gog-v-2.0.0.2/screenshot-1_Machinarium.jpg"" style=""width:620px;"" alt=""screenshot-1_Machinarium.jpg"" /,img src=""https://archive.org/download/machinarium-bonus-v-linux-gog-v-2.0.0.2/screenshot-2_Machinarium.jpg"" style=""width:620px;"" alt=""screenshot-2_Machinarium.jpg"" /,ul class=""description__features"",li class=""description__features-point"",h4 style=""margin-left:25px;"",strong,a href=""https://archive.org/download/how-to-game-running-on-gnu-linux-yaldysse/Resources/Scripts/Setup_NLT.Y_game_libs_Mint.bash"" rel=""nofollow"",blockquote style=""font-size:14px;"",blockquote,h4 style=""margin:30px 0px 15px 25px;""","Linux Games,GOG Games,GNU/Linux Games,DRM-Free Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,Machinarium","Machinarium + Bonus (v) [Linux, GOG, v2.0.0.2]",,,25,2009
,,143f659bfb78339969b6ba66ab325f16c237e36c,,"native-linux-games-collection,additional_collections,fav-coldpotatosoup,fav-john_klear,fav-royepi",,,Easy Trigger Games,2021-05-12T00:00:00Z,"CRIME DOESN'T PAY... UNLESS YOU'RE A BOUNTY HUNTER In the mayhem-filled streets of the future where criminal gangs rule and cops fear to tread, only the bounty hunters can free the city from the corrupt fist of felony. Lay waste to the criminal underworld and make a killing in this hard boiled action comedy arcade shooter. NEW ACTION-PACKED ARCADE MODE It’s you versus the world as you’re pitted against players from all corners of the globe in a brutal battle to pummel your way up the leaderboards. Innovate and invent new ways to pulverize your foes to rack up your score, whether you make use of combo-kills, quickdraw weapon-swap bonuses, or just hurl criminals off the rooftops. In this nail-biting race against the clock, collect as many bounties as you can while you watch the numbers roll and strive to be the apex bounty hunter. PLAY AS THREE LEGENDARY BOUNTY HUNTERS  Anna Conda: Ex-commando and firearms expert. A loose-cannon trained to assassinate without question or mercy. John Sawyer: Special forces cop who left the law behind. This scarred veteran has lost so many limbs in combat he’s half robot. Mow Man: Modified recon droid, stolen and empowered with banned software. Trades bodies for cold hard cash. OLD SCHOOL MODERNIZED Hand painted 16-bit pixel art graphics and hand-drawn animations combined with fluid 60-FPS gameplay and an epic synthesized soundtrack 20 LEVELS Gritty, neon soaked, graffiti strewn 80s cityscapes to clear, each with their own infamous gang boss to terminate and bounty to collect. FOUR UNIQUE GANGS TO DISMANTLE Hoodlum Dolls: Violent feral punks winning the gang war with the toothless authorities Misconducts: Organised hockey hooligans, experts in robbery and extortion with a penchant for explosives The Heatseekers: Murderous motorcycle club. These rockabilly villains style themselves on the centurions of Ancient Rome NO.1 Suspects: Masters of discipline and organised crime. Martial arts experts, these slick psychopaths control the night through their casinos and nightclubs CHOOSE YOUR WEAPON Confiscate machine guns, laser weapons, katanas, grenades and more, and turn them on their owners. Stab, shoot and explode your way through swathes of gangs and bosses and collect your bounty.   You can play on Linux! Games on Linux for FREE!",839,,,"7z,Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,Metadata","Action,Platformer,Shooter",huntdown-bonus-v-1.227-gog-linux-v-47024-gui,0.94,"index,nonoindex",1013593116,eng,,software,,68,,,,"2023-12-31T23:36:45Z,2024-05-15T21:10:07Z",2023-12-31T23:36:45Z,,,,,,,"div class=""table__row details__row""","Linux Games,GOG Games,GNU/Linux Games,DRM-Free Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,HUNTDOWN",HUNTDOWN + Bonus (v1.227) [GOG Linux v47024 GUI],,,11,2021
,,a289d84b782d422611763ce415adbf01d5f62480,,"native-linux-games-collection,additional_collections,fav-rafael_ramos304",,,kamti,2024-04-27T00:00:00Z,"Victor is sure that he is able to seduce any girl with just a glance, but he faces an almost impossible task. The charming heartthrob made a bet with his best friend that within a week he would sleep with five girls from the city's rhythmic gymnastics team, which had recently won national competitions. Will the star athletes be able to resist an experienced womanizer?  A spicy adventure turns into a tense detective thriller when a serial killer appears in the city. By a strange coincidence, the maniac chooses victims only from the girls that Victor has seduced.  Will Victor win the bet with the lives of these girls on the line? Will he ever want to stop in his endless chase for lust and connect with one of the girls? Will he be able to protect his chosen one from the insane killer? The answers to these questions depend on the decisions made by, you — the player. You can play on Linux Games on Linux for FREE!",2610,,,"Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,Metadata,TAR,Unknown","Adventure,Narrative,Visual Novel",womanizer-v-1.12-build-72932-linux-linuxrulez,0.94,"index,nonoindex",1006440104,eng,,software,,159,,,,"2024-05-04T20:16:00Z,2025-04-19T01:49:35Z",2024-05-04T20:16:00Z,,,,,,,"p style=""text-align:center;"",img src=""https://archive.org/download/womanizer-v-1.12-build-72932-linux-linuxrulez/screenshot-1_Womanizer.jpg"" style=""width:620px;"" alt=""screenshot-1_Womanizer.jpg"" /,img src=""https://archive.org/download/womanizer-v-1.12-build-72932-linux-linuxrulez/screenshot-0_Womanizer.jpg"" style=""width:620px;"" alt=""screenshot-0_Womanizer.jpg"" /,img src=""https://archive.org/download/womanizer-v-1.12-build-72932-linux-linuxrulez/screenshot-2_Womanizer.jpg"" style=""width:620px;"" alt=""screenshot-2_Womanizer.jpg"" /,strong","Linux Games,GNU/Linux Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,LinuxRuleZ!,Womanizer","Womanizer + DLC (v1.32) [Linux, GOG, v81448]",,,32,2024
,,d0b90c7a55d8e1ede91c7ca312ef79e3ff891cb5,,"native-linux-games-collection,additional_collections,fav-darryan194,fav-finnestria,fav-ivn_yt2009,fav-lillithroad,fav-moonchild9820,fav-quietbeast",,,The Game Kitchen,2019-09-10T00:00:00Z,"A foul curse has fallen upon the land of Cvstodia and all its inhabitants - it is simply known as The Miracle. Do you wish to cleanse the land and help the people of Cvstodia? Then the Blasphemous Digital Deluxe Edition is what you seek. This Deluxe Edition includes:  Blasphemous Digital Comic: Take a journey back with us, to before the beginning of Blasphemous with the digital comic. Blasphemous OST: Be transported to the land of Cvstodia and all it's different terrains with the Blasphemous original soundtrack.  'Alloy of Sin' Skin: Slash any enemy that stands in your way with the 'Alloy of Sin' skin. Digital Artbook: Dive deep into the making of Blasphemous with the Digital Artbook. It’s down to you to free the world from this terrible fate and reach the origin of your anguish. You can play on Linux! Games on Linux for FREE!",3716,,,"7z,Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,Metadata","Action,Fantasy,Metroidvania",blasphemous-digital-deluxe-kickstarter-dlc-v-4.0.67-yad-simple-installer-linux,0.94,"index,nonoindex",1005212851,eng,,software,,546,,,,"2024-01-06T23:45:26Z,2024-05-19T19:50:51Z",2024-01-06T23:45:26Z,,,,,,,strong,"Linux Games,GNU/Linux Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,Blasphemous,Steam-Rip","Blasphemous Digital Deluxe + Kickstarter DLC (v4.0.67) [Linux, Steam-Rip, YAD Simple Installer]",,,102,2019
,,766da7148688a660484bf1383e058b0dcc54cf9d,,"native-linux-games-collection,additional_collections,fav-hoagd70",,,UberPie,2021-09-14T00:00:00Z,"This Game is brought to you by LinuxRuleZ! WARNING: Adult content Welcome to the Taffy Tales! You've heard those stories about the guy who's got it all - success, charm, and a flock of women trailing behind him, right? Well, that guy isn't me. Nope, not even close. At Taffy Town's University, filled with students from perfect (and some not-so-perfect) families, the best I usually get is a shrug of indifference. But one fateful day, everything changed. Ever heard of a doppelgänger? Yeah, me neither until one showed up. This twisted, mischievous double of mine decided life's too short and that this quaint little town owes me. Welcome to a tale of corruption, where you'll dive deep into the tangled web of characters, all connected by family, social ties, and some seriously unexpected twists. The town was already hiding its secrets before my little ""accident,"" but now it's time to uncover the full story. Step into a world of limitless fantasies where your desires take the lead. Get ready to immerse yourself in a visual novel that's designed to awaken your most secret desires. With more than 40 seductive characters and 95 breathtaking locations, every moment offers something new to explore. This is Taffy Town. Taffy is a quiet, boring town where nothing ever seems to happen.Just like Peter - another face in the crowd, destined to do nothing. But both of these.. are lies. A place whose glory days - if they ever existed - are long gone. So inconsequential that looking back feels no different than staring at the present. Hiding nothing. Being.… nothing. Gameplay and Features: Explore an expansive world in this immersive visual novel, where you'll journey through unique locations at different times of the day. Meet and interact with over 40 characters, each with their own stories and secrets. Shape their lives through corruption and influence, evolve the game's world with every choice, and tackle engaging quests that reveal new layers of intrigue and hidden paths. Dive deep into a captivating narrative filled with twists and turns as you uncover everything this world has to offer. From the Creator: Hey there, everyone! It's me, Uber. My small but mighty team and I have been working on this project for years, and now we're giving it a full-on makeover - new art, revamped story, and tons of fresh content. What you're about to experience is just the first season. We've already made significant progress on seasons two and three, and trust me, we're not slowing down! We hope you enjoy this somewhat ""vanilla"" beginning, and we can't wait for you to join us in the crazier, wilder second and third seasons. You can play on Linux Games on Linux for FREE!",894,,,"Archive BitTorrent,Item Tile,JPEG Thumb,Metadata,PNG,TAR,Unknown",Visual Novel,taffy-tales-redux-season-1-linux-linuxrulez,0.94,"index,nonoindex",1004213776,eng,,software,,463,,,,"2025-02-27T11:44:47Z,2025-02-28T00:08:10Z",2025-02-27T11:44:47Z,,,,,,,"strong,h2 style=""text-align:center;color:#A52A2A;"",img src=""//web.archive.org/web/2im_/https://img.itch.zone/aW1nLzE5NjMyNzU2LnBuZw==/original/QO%2BhZg.png"" alt=""QO%2BhZg.png"" /,img src=""//web.archive.org/web/2im_/https://img.itch.zone/aW1nLzE5NjMyNzUyLmdpZg==/original/HX4ldb.gif"" alt=""HX4ldb.gif"" /,img src=""//web.archive.org/web/2im_/https://img.itch.zone/aW1nLzE5NjMyNzQyLmdpZg==/original/eemg%2FR.gif"" alt=""eemg%2FR.gif"" /,img src=""//web.archive.org/web/2im_/https://img.itch.zone/aW1nLzE5NjMyNzM0LnBuZw==/original/dpP%2Fsw.png"" alt=""dpP%2Fsw.png"" /,p style=""text-align:center;"",img src=""https://archive.org/download/taffy-tales-redux-season-1-linux-linuxrulez/screenshot-0_Taffy_Tales_Redux-S1.webp"" style=""width:620px;"" alt=""screenshot-0_Taffy_Tales_Redux-S1.webp"" /,img src=""//web.archive.org/web/2im_/https://img.itch.zone/aW1nLzE5NjIxNjYzLnBuZw==/original/OAWms6.png"" alt=""OAWms6.png"" /","Linux Games,GNU/Linux Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,LinuxRuleZ!,Taffy Tales","Taffy Tales (v0.89.8c) [Linux, LinuxRuleZ!]",,,111,2021
,,bc441541485ef58f1f188904eb9f3a6903aff902,,"native-linux-games-collection,additional_collections,fav-coldpotatosoup",,,Lion Shield,2017-07-20T00:00:00Z,"Kingdoms and Castles is a game about growing a kingdom from a tiny hamlet to a sprawling city and imposing castle. Your kingdom must survive a living and dangerous world. Do the viking raiders make off with your villagers? Or are they stopped, full of arrows, at the castle gates? Does a dragon torch your granary, your people dying of starvation in the winter, or are you able to turn the beast back? The success of your kingdom depends solely on your skill as a city and castle planner. City design Layout and expand your town strategically to improve your peasants' happiness and to attract new residents. But make sure to tax them just enough so that you can fund your castle. Make sure your peasants are fed in the winter and healed of plagues. Build churches to keep them from despair and taverns to keep them happy. You can even throw festivals if you've built a town square! Send out wood cutters to collect wood, set up stone quarries to build your castes, and farm the land efficiently so your town can grow and thrive. Fortify and Defend The new land you're settling is at risk of viking invasion. These raiders seek to kidnap and kill your peasants, steal your resources, and burn your town to the ground. Use a powerful castle building system to create walls and towers to defend against the viking threat. Castles are constructed using blocks which can be placed anywhere. Towers and walls are dynamically created based on how you stack and arrange them. You can place archer towers and other weapon emplacements, their range is affected by the height of the their tower. The castle building system is very flexible and allows all sorts of castle designs. You can try many different layouts to best protect your kingdom and express your glory and power as a king or queen. Living World And it all takes place in a beautiful dynamic world with a stylized procedural cloud system and season cycle from summer to winter. A realistic tree growth algorithm simulates the forests. Depending on your needs, wood cutters can clear cut or responsibly manage your forests. You can play on Linux Games on Linux for FREE!",840,,,"Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,Metadata,TAR,Unknown","Building,Fantasy,Strategy",gog_kingdoms_and_castles_121r4_66003_linux,0.93,"index,nonoindex",998845954,eng,,software,,119,,,,"2024-05-18T23:59:55Z,2025-05-25T08:08:45Z",2024-05-18T23:59:55Z,,,,,,,"p style=""text-align:center;"",img src=""https://archive.org/download/gog_kingdoms_and_castles_121r4_66003_linux/screenshot-0_Kingdoms_and_Castles.webp"" style=""width:620px;"" alt=""screenshot-0_Kingdoms_and_Castles.webp"" /,img src=""https://archive.org/download/gog_kingdoms_and_castles_121r4_66003_linux/screenshot-1_Kingdoms_and_Castles.webp"" style=""width:620px;"" alt=""screenshot-1_Kingdoms_and_Castles.webp"" /,strong","Linux Games,GOG Games,GNU/Linux Games,DRM-Free Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,Kingdoms and Castles","Kingdoms and Castles (v123r6) [Linux, GOG, v82344]",,,25,2017
,,49fa35198ba50f290339cd9972fbf16c8053f8a2,,"native-linux-games-collection,additional_collections,fav-desertdandelion,fav-mamy992",,,Two and a Half Studios,2023-12-07T00:00:00Z,"You're just an ordinary person... or so you thought. For your entire life, you've been narrowly avoiding death by pure luck... or is it something more? When a strange program suddenly appears on your computer, and someone claiming to be the Grim Reaper says he's come for your soul, your life as you know it is thrown upside down. As you delve deeper into the mysterious man that calls himself the Grim Reaper, you begin to wonder if fate brought you two together for a reason. Can you resist his charm, or will you fall for the one destined to take your soul? A Date with Death is a supernatural romance chat simulator visual novel about the week long bet you enter against the Grim Reaper to attempt to keep your soul. Create your own character, from appearance to pronouns, decorate your apartment, and spend the (possible) last week of your life getting to know the one hunting for your soul. 💀 Custom Character Creation: Build your own protagonist, from their physical appearance to their pronouns and name. Update them throughout the game! 💀 Room Design: Decorate your apartment to your liking and create a cozy space that you'll love coming back to. 💀 Pet Your Furry (or scaley?) Companion: Yes, you can pet the dog. Snuggle up with your furry friend and let their cute antics help you unwind. 💀 Choices That Matter: Make decisions that will affect your character's fate and lead you to one of multiple possible endings. What kind of relationship will you have with the Grim Reaper? 💀 Gorgeous Original Art: Lose yourself in stunning visuals that bring the story to life, and feel like you're truly part of the world of A Date with Death. You can play on Linux Games on Linux for FREE!",1591,,,"Archive BitTorrent,Item Tile,JPEG Thumb,MPEG Audio,Metadata,PNG,Unknown","Indie,Simulation",a-date-with-death-linux-linuxrulez,0.93,"index,nonoindex",993828529,eng,,software,,817,,,,"2024-12-27T14:26:25Z,2024-12-28T00:56:25Z",2024-12-27T14:26:25Z,,,,,,,"img class=""bb_img"" src=""//web.archive.org/web/2im_/https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2415010/extras/quote_ADWD.png?t=1725513367"" alt=""quote_ADWD.png?t=1725513367"" /,p style=""text-align:center;"",img src=""https://archive.org/download/a-date-with-death-linux-linuxrulez/screenshot-0_A_Date_with_Death.webp"" style=""width:620px;"" alt=""screenshot-0_A_Date_with_Death.webp"" /,img class=""bb_img"" src=""//web.archive.org/web/2im_/https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2415010/extras/about1.gif?t=1725513367"" alt=""about1.gif?t=1725513367"" /,img src=""https://archive.org/download/a-date-with-death-linux-linuxrulez/screenshot-2_A_Date_with_Death.webp"" style=""width:620px;"" alt=""screenshot-2_A_Date_with_Death.webp"" /,img class=""bb_img"" src=""//web.archive.org/web/2im_/https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2415010/extras/about1__1_.gif?t=1725513367"" alt=""about1__1_.gif?t=1725513367"" /,strong,img src=""https://archive.org/download/a-date-with-death-linux-linuxrulez/screenshot-1_A_Date_with_Death.webp"" style=""width:620px;"" alt=""screenshot-1_A_Date_with_Death.webp"" /","Linux Games,GNU/Linux Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,LinuxRuleZ!,A Date with Death","A Date with Death (v2.0) + 3 DLC [Linux, LinuxRuleZ!]",,,157,2023
,ia906402_14,5b018118acbf73d59e3ce524500aa9407de5e8fe,,"open_source_software,community,fav-open_sorceress",,,,2017-04-01T00:00:00Z,"Free and open multiplayer FPS originally forked from Nexuiz Archived from: http://xonotic.org Release details: http://xonotic.org/posts/2017/xonotic-0-8-2-release/ Note: blog post seems to list incorrect md5, it doesn't match the one on the xonotic.org download page but the latter matches my upload's hash.",621,,,"Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,Metadata,ZIP",,xonotic-0.8.2,0.92,"index,nonoindex,uncurated",991306690,,,software,,5,,,,"2017-04-16T18:36:05Z,2021-02-20T07:00:03Z",2017-04-16T18:36:05Z,,,,,,,,"first person shooters,multiplayer games,linux games,windows games,Nexuiz forks",xonotic-0.8.2,,,1,2017
,,16a631f40ddb3caa197cfae1a0254db2de9aa2ca,,"native-linux-games-collection,additional_collections,fav-dfmolay,fav-strangepartyz",,,Freehold Games,2015-07-15T00:00:00Z,"Caves of Qud is a science fantasy roguelike epic steeped in retrofuturism, deep simulation, and swathes of sentient plants. Come inhabit an exotic world and chisel through layers of thousand-year-old civilizations. Decide: is it a dying earth, or is it on the verge of rebirth? NOTICE: a complete development roadmap can be accessed here . Who are you? Play the role of a mutant indigenous to the salt-spangled dunes and jungles of Qud, or play a pure-strain descendant from one of the few remaining eco-domes—the toxic arboreta of Ekuemekiyye, the Holy City; the ice-sheathed arcology of Ibul; or the crustal mortars of Yawningmoon. You arrive at the oasis-hamlet of Joppa, along the far rim of Moghra'yi, the Great Salt Desert. All around you, moisture farmers tend to groves of viridian watervine. There are huts wrought from rock salt and brinestalk. On the horizon, Qud's jungles strangle chrome steeples and rusted archways to the earth. Further and beyond, the fabled Spindle rises above the fray and pierces the cloud-ribboned sky. You clutch your rifle, or your vibroblade, or your tattered scroll, or your poisonous stinger, or your hypnotized goat. You approach a watervine farmer—he lifts the brim of his straw hat and says, ""Live and drink, friend."" What can you do? Anything and everything. Caves of Qud is a deeply simulated, biologically diverse, richly cultured world. Assemble your character from over 70 mutations and defects and 24 castes and kits—outfit yourself with wings, two heads, quills, four arms, flaming hands, or the power to clone yourself—it's all the character diversity you could want. Explore procedurally-generated regions with some familiar locations—each world is nearly 1 million maps large. Dig through everything—don't like the wall blocking your way? Dig through it with a pickaxe, or eat through it with your corrosive gas mutation, or melt it to lava. Yes, every wall has a melting point. Hack the limbs off monsters—every monster and NPC is as fully simulated as the player. That means they have levels, skills, equipment, faction allegiances, and body parts. So if you have a mutation that lets you, say, psionically dominate a spider, you can traipse through the world as a spider, laying webs and eating things. Pursue allegiances with over 60 factions—apes, crabs, robots, and highly entropic beings—just to name a few. Follow the plot to Barathrum the Old, a sentient cave bear who leads a sect of tinkers intent on restoring technological splendor to Qud. Learn the lore—there's a story in every nook, from legendary items with storied pasts to in-game history books written by plant historians. Die—Caves of Qud is brutally difficult and deaths are permanent. Don't worry, though—you can always roll a new character. You can play on Linux Games on Linux for FREE!",2969,,,"Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,Metadata,TAR,Unknown","Roguelike,Strategy,Turn-based",caves_of_qud_2_0_206_78_73562_gog_linux,0.92,"index,nonoindex",991248459,eng,,software,,215,,,,"2024-06-01T18:25:13Z,2025-05-28T16:05:40Z",2024-06-01T18:25:13Z,,,,,,,"p style=""text-align:center;"",img src=""https://archive.org/download/caves_of_qud_2_0_206_78_73562_gog_linux/screenshot-0_Caves_of_Qud.webp"" style=""width:620px;"" alt=""screenshot-0_Caves_of_Qud.webp"" /,a href=""http://www.cavesofqud.com/roadmap/"" rel=""ugc nofollow"",img src=""https://archive.org/download/caves_of_qud_2_0_206_78_73562_gog_linux/screenshot-1_Caves_of_Qud.webp"" style=""width:620px;"" alt=""screenshot-1_Caves_of_Qud.webp"" /,img src=""https://archive.org/download/caves_of_qud_2_0_206_78_73562_gog_linux/screenshot-2_Caves_of_Qud.webp"" style=""width:620px;"" alt=""screenshot-2_Caves_of_Qud.webp"" /,img src=""https://archive.org/download/caves_of_qud_2_0_206_78_73562_gog_linux/screenshot-3_Caves_of_Qud.webp"" style=""width:620px;"" alt=""screenshot-3_Caves_of_Qud.webp"" /,ul class=""bb_ul"",li class=""description__cool-point"",strong","Linux Games,GOG Games,GNU/Linux Games,DRM-Free Games,LAYC (Linux Games Y@Ldysse Collection),Uploaded by Y@Ldysse,Caves of Qud","Caves of Qud + DLC (v2.0.210.20) [Linux, GOG, v82398]",,,46,2015
